title,studio,year,production_budget,domestic_gross,worldwide_gross,foreign_gross,tconst
Toy Story 3,BV,2010,200000000.0,415004880.0,1068879522.0,653874642.0,tt0435761
Inception,WB,2010,160000000.0,292576195.0,835524642.0,542948447.0,tt1375666
Shrek Forever After,P/DW,2010,165000000.0,238736787.0,756244673.0,517507886.0,tt0892791
The Twilight Saga: Eclipse,Sum.,2010,68000000.0,300531751.0,706102828.0,405571077.0,tt1325004
Iron Man 2,Par.,2010,170000000.0,312433331.0,621156389.0,308723058.0,tt1228705
Tangled,BV,2010,260000000.0,200821936.0,586477240.0,385655304.0,tt0398286
Despicable Me,Uni.,2010,69000000.0,251513985.0,543464573.0,291950588.0,tt1323594
How to Train Your Dragon,P/DW,2010,165000000.0,217581232.0,494870992.0,277289760.0,tt0892769
The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,2010,155000000.0,104386950.0,418186950.0,313800000.0,tt0980970
The King's Speech,Wein.,2010,15000000.0,138797449.0,430821168.0,292023719.0,tt1504320
The Karate Kid,Sony,2010,40000000.0,176591618.0,351774938.0,175183320.0,tt1155076
Black Swan,FoxS,2010,13000000.0,106954678.0,331266710.0,224312032.0,tt0947798
Megamind,P/DW,2010,130000000.0,148415853.0,321887208.0,173471355.0,tt1001526
Robin Hood,Uni.,2010,210000000.0,105487148.0,322459006.0,216971858.0,tt0955308
Robin Hood,Uni.,2010,210000000.0,105487148.0,322459006.0,216971858.0,tt2363363
Robin Hood,Uni.,2010,210000000.0,105487148.0,322459006.0,216971858.0,tt4532826
Robin Hood,Uni.,2010,210000000.0,105487148.0,322459006.0,216971858.0,tt6858500
Robin Hood,Uni.,2010,210000000.0,105487148.0,322459006.0,216971858.0,tt8558276
Robin Hood,Uni.,2010,99000000.0,30824628.0,84747441.0,53922813.0,tt0955308
Robin Hood,Uni.,2010,99000000.0,30824628.0,84747441.0,53922813.0,tt2363363
Robin Hood,Uni.,2010,99000000.0,30824628.0,84747441.0,53922813.0,tt4532826
Robin Hood,Uni.,2010,99000000.0,30824628.0,84747441.0,53922813.0,tt6858500
Robin Hood,Uni.,2010,99000000.0,30824628.0,84747441.0,53922813.0,tt8558276
The Last Airbender,Par.,2010,150000000.0,131772187.0,319713881.0,187941694.0,tt0938283
Little Fockers,Uni.,2010,100000000.0,148438600.0,310650574.0,162211974.0,tt0970866
Resident Evil: Afterlife,SGem,2010,57500000.0,60128566.0,295874190.0,235745624.0,tt1220634
Shutter Island,Par.,2010,80000000.0,128012934.0,299461782.0,171448848.0,tt1130884
Salt,Sony,2010,130000000.0,118311368.0,290650494.0,172339126.0,tt0944835
Sex and the City 2,WB (NL),2010,95000000.0,95347692.0,294680778.0,199333086.0,tt1261945
The Tourist,Sony,2010,100000000.0,67631157.0,278731369.0,211100212.0,tt1243957
The Expendables,LGF,2010,82000000.0,103068524.0,268268174.0,165199650.0,tt1320253
Grown Ups,Sony,2010,75000000.0,162001186.0,272223430.0,110222244.0,tt1375670
True Grit,Par.,2010,35000000.0,171243005.0,252276928.0,81033923.0,tt1403865
Gulliver's Travels,Fox,2010,112000000.0,42779261.0,232017848.0,189238587.0,tt1320261
The Social Network,Sony,2010,40000000.0,96962694.0,224922135.0,127959441.0,tt1285016
Valentine's Day,WB (NL),2010,52000000.0,110485654.0,217569328.0,107083674.0,tt0817230
The Sorcerer's Apprentice,BV,2010,160000000.0,63150991.0,217986320.0,154835329.0,tt0963966
Due Date,WB,2010,65000000.0,100539043.0,211739043.0,111200000.0,tt1231583
Eat Pray Love,Sony,2010,60000000.0,80574010.0,206598789.0,126024779.0,tt0879870
Yogi Bear,WB,2010,80000000.0,100246011.0,204774690.0,104528679.0,tt1302067
Red,Sum.,2010,60000000.0,90380162.0,196439693.0,106059531.0,tt2181948
Red,Sum.,2010,60000000.0,90380162.0,196439693.0,106059531.0,tt2294785
Red,Sum.,2010,60000000.0,90380162.0,196439693.0,106059531.0,tt4136848
Red,Sum.,2010,60000000.0,90380162.0,196439693.0,106059531.0,tt4170206
Red,Sum.,2010,60000000.0,90380162.0,196439693.0,106059531.0,tt8851190
Paranormal Activity 2,Par.,2010,3000000.0,84752907.0,177512032.0,92759125.0,tt1536044
The A-Team,Fox,2010,110000000.0,77222099.0,177241171.0,100019072.0,tt0429493
The Other Guys,Sony,2010,100000000.0,119219978.0,170936470.0,51716492.0,tt1386588
Unstoppable,Fox,2010,95000000.0,81562942.0,165720921.0,84157979.0,tt0477080
Unstoppable,Fox,2010,95000000.0,81562942.0,165720921.0,84157979.0,tt2951338
Unstoppable,Fox,2010,95000000.0,81562942.0,165720921.0,84157979.0,tt3070502
Unstoppable,Fox,2010,95000000.0,81562942.0,165720921.0,84157979.0,tt7098772
Unstoppable,Fox,2010,95000000.0,81562942.0,165720921.0,84157979.0,tt9225192
Unstoppable,Fox,2010,95000000.0,81562942.0,165720921.0,84157979.0,tt9499562
Unstoppable,Fox,2010,95000000.0,81562942.0,165720921.0,84157979.0,tt9906218
The Book of Eli,WB,2010,80000000.0,94835059.0,158750817.0,63915758.0,tt1037705
The Town,WB,2010,37000000.0,92186262.0,152566881.0,60380619.0,tt0840361
The Town,WB,2010,37000000.0,92186262.0,152566881.0,60380619.0,tt6259458
Date Night,Fox,2010,55000000.0,98711404.0,152269033.0,53557629.0,tt1279935
Legend of the Guardians: The Owls of Ga'Hoole,WB,2010,100000000.0,55675313.0,139716717.0,84041404.0,tt1219342
The Wolfman,Uni.,2010,150000000.0,62189884.0,142634358.0,80444474.0,tt0780653
The Bounty Hunter,Sony,2010,45000000.0,67061228.0,135808837.0,68747609.0,tt1038919
The Bounty Hunter,Sony,2010,45000000.0,67061228.0,135808837.0,68747609.0,tt1472211
Saw 3D,LGF,2010,17000000.0,45710178.0,133735284.0,88025106.0,tt1477076
The Fighter,Par.,2010,11000000.0,93617009.0,129262388.0,35645379.0,tt0964517
Predators,Fox,2010,40000000.0,52000688.0,127234389.0,75233701.0,tt1424381
Dear John,SGem,2010,25000000.0,80014842.0,142033509.0,62018667.0,tt0989757
Cats & Dogs: The Revenge of Kitty Galore,WB,2010,85000000.0,43585753.0,113026383.0,69440630.0,tt1287468
Tooth Fairy,Fox,2010,48000000.0,60022256.0,112610386.0,52588130.0,tt0808510
Tooth Fairy,Fox,2010,48000000.0,60022256.0,112610386.0,52588130.0,tt7906260
Life as We Know It,WB,2010,38000000.0,53374681.0,105887837.0,52513156.0,tt1055292
Life as We Know It,WB,2010,38000000.0,53374681.0,105887837.0,52513156.0,tt6341928
Hereafter,WB,2010,50000000.0,32746941.0,108660270.0,75913329.0,tt1212419
The Girl with the Dragon Tattoo,MBox,2010,90000000.0,102515793.0,239373970.0,136858177.0,tt1568346
Killers,LGF,2010,75000000.0,47059963.0,95572749.0,48512786.0,tt1103153
Killers,LGF,2010,75000000.0,47059963.0,95572749.0,48512786.0,tt2409300
Kick-Ass,LGF,2010,28000000.0,48071303.0,97531134.0,49459831.0,tt1250777
Green Zone,Uni.,2010,100000000.0,35497337.0,97523020.0,62025683.0,tt0947810
Get Him to the Greek,Uni.,2010,40000000.0,61153526.0,91455875.0,30302349.0,tt1226229
Burlesque,SGem,2010,55000000.0,39440655.0,90552675.0,51112020.0,tt1126591
Burlesque,SGem,2010,55000000.0,39440655.0,90552675.0,51112020.0,tt1586713
The Last Song,BV,2010,20000000.0,62950384.0,92678948.0,29728564.0,tt1294226
Dinner for Schmucks,P/DW,2010,69000000.0,73026337.0,86796502.0,13770165.0,tt0427152
Marmaduke,Fox,2010,50000000.0,33644788.0,89895930.0,56251142.0,tt1392197
Piranha 3D,W/Dim.,2010,24000000.0,25003155.0,83660160.0,58657005.0,tt0464154
Edge of Darkness,WB,2010,60000000.0,43313890.0,82812456.0,39498566.0,tt1226273
Vampires Suck,Fox,2010,20000000.0,36661504.0,81424988.0,44763484.0,tt1666186
Letters to Juliet,Sum.,2010,30000000.0,53032453.0,82148538.0,29116085.0,tt0892318
Diary of a Wimpy Kid,Fox,2010,15000000.0,64003625.0,76954311.0,12950686.0,tt1196141
Easy A,SGem,2010,8000000.0,58401464.0,76200721.0,17799257.0,tt1282140
Takers,SGem,2010,32000000.0,57744720.0,70587268.0,12842548.0,tt1135084
The American,Focus,2010,20000000.0,35606376.0,67950723.0,32344347.0,tt1440728
The Last Exorcism,LGF,2010,1800000.0,41034350.0,70165900.0,29131550.0,tt1320244
The Next Three Days,LGF,2010,30000000.0,21148651.0,67255916.0,46107265.0,tt1458175
Skyline,Uni.,2010,10000000.0,21416355.0,68264973.0,46848618.0,tt1564585
Hot Tub Time Machine,MGM,2010,36000000.0,50269859.0,65967750.0,15697891.0,tt1231587
Devil,Uni.,2010,10000000.0,33679655.0,63354114.0,29674459.0,tt1314655
Devil,Uni.,2010,10000000.0,33679655.0,63354114.0,29674459.0,tt7442358
127 Hours,FoxS,2010,18000000.0,18335230.0,60217171.0,41881941.0,tt1542344
Secretariat,BV,2010,35000000.0,59699513.0,60376247.0,676734.0,tt1028576
The Ghost Writer,Sum.,2010,45000000.0,15541549.0,65532491.0,49990942.0,tt1139328
Morning Glory,Par.,2010,40000000.0,31011732.0,59795070.0,28783338.0,tt1126618
Remember Me,Sum.,2010,16000000.0,19068240.0,56506120.0,37437880.0,tt1403981
Remember Me,Sum.,2010,16000000.0,19068240.0,56506120.0,37437880.0,tt4843358
Remember Me,Sum.,2010,16000000.0,19068240.0,56506120.0,37437880.0,tt4999290
Remember Me,Sum.,2010,16000000.0,19068240.0,56506120.0,37437880.0,tt7990108
Cop Out,WB,2010,37000000.0,44875481.0,55909910.0,11034429.0,tt1385867
The Crazies,Over.,2010,19000000.0,39123589.0,56445534.0,17321945.0,tt0455407
The Switch,Mira.,2010,19000000.0,27758465.0,49858465.0,22100000.0,tt0889573
She's Out of My League,Par.,2010,20000000.0,32010860.0,48680977.0,16670117.0,tt0815236
Charlie St. Cloud,Uni.,2010,44000000.0,31206263.0,48478084.0,17271821.0,tt1438254
The Spy Next Door,LGF,2010,28000000.0,24307106.0,46752858.0,22445752.0,tt1273678
Machete,Fox,2010,12500000.0,26593646.0,46370970.0,19777324.0,tt0985694
Going the Distance,WB (NL),2010,32000000.0,17804299.0,43603990.0,25799691.0,tt1322312
Going the Distance,WB (NL),2010,32000000.0,17804299.0,43603990.0,25799691.0,tt5127484
Going the Distance,WB (NL),2010,32000000.0,17804299.0,43603990.0,25799691.0,tt6135412
For Colored Girls,LGF,2010,21000000.0,37729698.0,38017873.0,288175.0,tt1405500
Furry Vengeance,Sum.,2010,35000000.0,17630465.0,39340177.0,21709712.0,tt0492389
Faster,CBS,2010,24000000.0,23240020.0,35792945.0,12552925.0,tt1433108
The Kids Are All Right,Focus,2010,4000000.0,20811365.0,36275469.0,15464104.0,tt0842926
You Will Meet a Tall Dark Stranger,SPC,2010,15000000.0,3247816.0,34247816.0,31000000.0,tt1182350
Leap Year,Uni.,2010,19000000.0,25918920.0,32618920.0,6700000.0,tt1216492
Leap Year,Uni.,2010,19000000.0,25918920.0,32618920.0,6700000.0,tt1537401
You Again,BV,2010,20000000.0,25702053.0,32838945.0,7136892.0,tt1414382
The Losers,WB,2010,25000000.0,23591432.0,29863840.0,6272408.0,tt0480255
The Losers,WB,2010,25000000.0,23591432.0,29863840.0,6272408.0,tt3746918
Ramona and Beezus,Fox,2010,15000000.0,26167002.0,27469621.0,1302619.0,tt0493949
Let Me In,Over.,2010,20000000.0,12134935.0,28270399.0,16135464.0,tt1228987
Let Me In,Over.,2010,20000000.0,12134935.0,28270399.0,16135464.0,tt7122852
Just Wright,FoxS,2010,12000000.0,21540363.0,21867665.0,327302.0,tt1407061
Our Family Wedding,FoxS,2010,14000000.0,20255281.0,21410546.0,1155265.0,tt1305583
My Soul to Take,Uni.,2010,25000000.0,14744435.0,16727470.0,1983035.0,tt0872230
Country Strong,SGem,2010,15000000.0,20218921.0,20601987.0,383066.0,tt1555064
Another Year,SPC,2010,8000000.0,3205706.0,20005613.0,16799907.0,tt1431181
Another Year,SPC,2010,8000000.0,3205706.0,20005613.0,16799907.0,tt3508808
Another Year,SPC,2010,8000000.0,3205706.0,20005613.0,16799907.0,tt5886728
Buried,LGF,2010,1987650.0,1044143.0,21270290.0,20226147.0,tt1462758
Buried,LGF,2010,1987650.0,1044143.0,21270290.0,20226147.0,tt3568352
Buried,LGF,2010,1987650.0,1044143.0,21270290.0,20226147.0,tt4540326
Repo Men,Uni.,2010,32000000.0,13942007.0,18195238.0,4253231.0,tt1053424
The Nutcracker in 3D,Free,2010,90000000.0,195459.0,20466016.0,20270557.0,tt1041804
Sea Rex 3D: Journey to a Prehistoric World,3D,2010,5000000.0,6096582.0,16515203.0,10418621.0,tt1529567
Extraordinary Measures,CBS,2010,31000000.0,12482741.0,15826984.0,3344243.0,tt1244659
Somewhere,Focus,2010,7000000.0,1785645.0,17023121.0,15237476.0,tt1421051
Winter's Bone,RAtt.,2010,2000000.0,6531503.0,16131551.0,9600048.0,tt1399683
The Last Station,SPC,2010,18000000.0,6617867.0,15696146.0,9078279.0,tt2627798
The Last Station,SPC,2010,18000000.0,6617867.0,15696146.0,9078279.0,tt3436064
Made in Dagenham,SPC,2010,8000000.0,1095369.0,15644196.0,14548827.0,tt1371155
Blue Valentine,Wein.,2010,1000000.0,9737892.0,16566240.0,6828348.0,tt1120985
Chloe,SPC,2010,13000000.0,3075255.0,11831131.0,8755876.0,tt1833881
Chloe,SPC,2010,13000000.0,3075255.0,11831131.0,8755876.0,tt8083476
The Warrior's Way,Rela.,2010,42000000.0,5666340.0,8514325.0,2847985.0,tt1032751
Jonah Hex,WB,2010,47000000.0,10547117.0,11022696.0,475579.0,tt1075747
Cyrus,FoxS,2010,7000000.0,7468936.0,10062896.0,2593960.0,tt1327709
Cyrus,FoxS,2010,7000000.0,7468936.0,10062896.0,2593960.0,tt1336617
Conviction,FoxS,2010,12500000.0,6797696.0,11826980.0,5029284.0,tt1244754
Conviction,FoxS,2010,12500000.0,6797696.0,11826980.0,5029284.0,tt1772252
Conviction,FoxS,2010,12500000.0,6797696.0,11826980.0,5029284.0,tt7799386
Stone,Over.,2010,22000000.0,1810078.0,4065020.0,2254942.0,tt1423995
Stone,Over.,2010,22000000.0,1810078.0,4065020.0,2254942.0,tt2156825
Stone,Over.,2010,22000000.0,1810078.0,4065020.0,2254942.0,tt2355884
Never Let Me Go,FoxS,2010,15000000.0,2434652.0,11173718.0,8739066.0,tt1334260
Never Let Me Go,FoxS,2010,15000000.0,2434652.0,11173718.0,8739066.0,tt9776362
MacGruber,Uni.,2010,10000000.0,8525600.0,8629895.0,104295.0,tt1470023
Inside Job,SPC,2010,2000000.0,4311834.0,7799257.0,3487423.0,tt1645089
The Joneses,RAtt.,2010,10000000.0,1475746.0,3541565.0,2065819.0,tt1152830
The Joneses,RAtt.,2010,10000000.0,1475746.0,3541565.0,2065819.0,tt4360484
Centurion,Magn.,2010,15000000.0,123570.0,7885048.0,7761478.0,tt1020558
Animal Kingdom,SPC,2010,4200000.0,1044039.0,8078683.0,7034644.0,tt1313092
Animal Kingdom,SPC,2010,4200000.0,1044039.0,8078683.0,7034644.0,tt7016298
It's Kind of a Funny Story,Focus,2010,8000000.0,6363628.0,6632950.0,269322.0,tt0804497
Rabbit Hole,LGF,2010,5000000.0,2229058.0,6205034.0,3975976.0,tt0935075
The Runaways,App.,2010,9500000.0,3573673.0,5278632.0,1704959.0,tt1017451
The Runaways,App.,2010,9500000.0,3573673.0,5278632.0,1704959.0,tt6168914
Four Lions,Drft.,2010,3750000.0,310007.0,2436111.0,2126104.0,tt1341167
Please Give,SPC,2010,3000000.0,4033574.0,4570178.0,536604.0,tt0878835
Monsters,Magn.,2010,500000.0,237301.0,5639730.0,5402429.0,tt1470827
Monsters,Magn.,2010,500000.0,237301.0,5639730.0,5402429.0,tt2620288
Monsters,Magn.,2010,500000.0,237301.0,5639730.0,5402429.0,tt5253186
Monsters,Magn.,2010,500000.0,237301.0,5639730.0,5402429.0,tt6449400
Monsters,Magn.,2010,500000.0,237301.0,5639730.0,5402429.0,tt8254042
The Killer Inside Me,IFC,2010,13000000.0,217277.0,3617277.0,3400000.0,tt0954947
Wild Target,Free,2010,8000000.0,109338.0,5314194.0,5204856.0,tt1235189
Kites,Relbig.,2010,9200000.0,1685269.0,17155193.0,15469924.0,tt1198101
Letters to God,Viv.,2010,3000000.0,2848587.0,3237452.0,388865.0,tt1462054
Housefull,Eros,2010,10100000.0,1183658.0,18726300.0,17542642.0,tt1573072
Housefull,Eros,2010,10100000.0,1183658.0,18726300.0,17542642.0,tt4991978
Flipped,WB,2010,14000000.0,1755212.0,4289993.0,2534781.0,tt0817177
Flipped,WB,2010,14000000.0,1755212.0,4289993.0,2534781.0,tt2388050
It's a Wonderful Afterlife,UTV,2010,10000000.0,0.0,1642939.0,1642939.0,tt1319716
Casino Jack,ATO,2010,12500000.0,2039869.0,2272186.0,232317.0,tt1194417
Life During Wartime,IFC,2010,4500000.0,281447.0,281447.0,0.0,tt4074762
All Good Things,Magn.,2010,20000000.0,582024.0,873617.0,291593.0,tt1175709
I Spit on Your Grave,Anch.,2010,1750000.0,93051.0,1278471.0,1185420.0,tt1242432
The Extra Man,Magn.,2010,7000000.0,453377.0,492108.0,38731.0,tt1361313
Tiny Furniture,IFC,2010,50000.0,391674.0,424149.0,32475.0,tt1570989
The Tempest,Mira.,2010,20000000.0,277943.0,277943.0,0.0,tt1274300
The Tempest,Mira.,2010,20000000.0,277943.0,277943.0,0.0,tt1683003
The Tempest,Mira.,2010,20000000.0,277943.0,277943.0,0.0,tt3840898
The Tempest,Mira.,2010,20000000.0,277943.0,277943.0,0.0,tt9151364
Welcome to the Rileys,Gold.,2010,10000000.0,152857.0,355919.0,203062.0,tt1183923
The Girl on the Train,Strand,2010,45000000.0,75395035.0,174278214.0,98883179.0,tt2387589
The Girl on the Train,Strand,2010,45000000.0,75395035.0,174278214.0,98883179.0,tt3631112
The Girl on the Train,Strand,2010,45000000.0,75395035.0,174278214.0,98883179.0,tt9799088
Freakonomics,Magn.,2010,2900000.0,101270.0,172867.0,71597.0,tt1152822
Transformers: Dark of the Moon,P/DW,2011,195000000.0,352390543.0,1123790543.0,771400000.0,tt1399103
Pirates of the Caribbean: On Stranger Tides,BV,2011,410600000.0,241063875.0,1045663875.0,804600000.0,tt1298650
Kung Fu Panda 2,P/DW,2011,150000000.0,165249063.0,664837547.0,499588484.0,tt1302011
Fast Five,Uni.,2011,125000000.0,210031325.0,630163454.0,420132129.0,tt1596343
The Hangover Part II,WB,2011,80000000.0,254464305.0,586464305.0,332000000.0,tt1411697
The Smurfs,Sony,2011,110000000.0,142614158.0,563749323.0,421135165.0,tt0472181
Cars 2,BV,2011,200000000.0,191450875.0,560155383.0,368704508.0,tt1216475
Puss in Boots,P/DW,2011,130000000.0,149260504.0,554987477.0,405726973.0,tt0448694
Sherlock Holmes: A Game of Shadows,WB,2011,125000000.0,186848418.0,535663443.0,348815025.0,tt1515091
Rio,Fox,2011,90000000.0,143619809.0,487519809.0,343900000.0,tt1436562
Rio,Fox,2011,90000000.0,143619809.0,487519809.0,343900000.0,tt2614250
Rio,Fox,2011,90000000.0,143619809.0,487519809.0,343900000.0,tt5734820
Rise of the Planet of the Apes,Fox,2011,93000000.0,176760185.0,470986200.0,294226015.0,tt1318514
Thor,Par.,2011,150000000.0,181030624.0,449326618.0,268295994.0,tt0800369
The Adventures of Tintin,Par.,2011,130000000.0,77591831.0,373993951.0,296402120.0,tt0983193
Captain America: The First Avenger,Par.,2011,140000000.0,176654505.0,370569776.0,193915271.0,tt0458339
X-Men: First Class,Fox,2011,160000000.0,146408305.0,355408305.0,209000000.0,tt1270798
Alvin and the Chipmunks: Chipwrecked,Fox,2011,80000000.0,133107389.0,349088523.0,215981134.0,tt1615918
Real Steel,BV,2011,110000000.0,85463309.0,263880341.0,178417032.0,tt0433035
Bridesmaids,Uni.,2011,32500000.0,169211718.0,289632023.0,120420305.0,tt1478338
Super 8,Par.,2011,50000000.0,127004179.0,257972745.0,130968566.0,tt1650062
Rango,Par.,2011,135000000.0,123477607.0,245724600.0,122246993.0,tt1192628
The Green Hornet,Sony,2011,110000000.0,98780042.0,229155503.0,130375461.0,tt0990407
Immortals,Rela.,2011,75000000.0,83504017.0,211562435.0,128058418.0,tt1253864
Green Lantern,WB,2011,200000000.0,116601172.0,219535492.0,102934320.0,tt1133985
The Help,BV,2011,25000000.0,169705587.0,213120004.0,43414417.0,tt1454029
Bad Teacher,Sony,2011,19000000.0,100292856.0,215448997.0,115156141.0,tt1284575
Horrible Bosses,WB (NL),2011,35000000.0,117538559.0,212417601.0,94879042.0,tt1499658
Paranormal Activity 3,Par.,2011,5000000.0,104028807.0,207039844.0,103011037.0,tt1778304
Hugo,Par.,2011,180000000.0,73864507.0,180047784.0,106183277.0,tt0970179
Hugo,Par.,2011,180000000.0,73864507.0,180047784.0,106183277.0,tt7496196
Hop,Uni.,2011,63000000.0,108085305.0,188657593.0,80572288.0,tt1411704
War Horse,BV,2011,70000000.0,79883359.0,156815529.0,76932170.0,tt1568911
War Horse,BV,2011,70000000.0,79883359.0,156815529.0,76932170.0,tt3313072
The Descendants,FoxS,2011,20000000.0,82624961.0,175507800.0,92882839.0,tt1033575
The Descendants,FoxS,2011,20000000.0,82624961.0,175507800.0,92882839.0,tt5838908
In Time,Fox,2011,35000000.0,37553932.0,165103952.0,127550020.0,tt1637688
Zookeeper,Sony,2011,80000000.0,80360866.0,170805525.0,90444659.0,tt1222817
The Muppets,BV,2011,45000000.0,88625922.0,160971922.0,72346000.0,tt1204342
Limitless,Rela.,2011,27000000.0,79249455.0,155564919.0,76315464.0,tt1219289
Limitless,Rela.,2011,27000000.0,79249455.0,155564919.0,76315464.0,tt4597838
Limitless,Rela.,2011,27000000.0,79249455.0,155564919.0,76315464.0,tt6084030
Johnny English Reborn,Uni.,2011,45000000.0,8406711.0,164640401.0,156233690.0,tt1634122
Final Destination 5,WB (NL),2011,40000000.0,42587643.0,155011165.0,112423522.0,tt1622979
Tower Heist,Uni.,2011,85000000.0,78046570.0,150422946.0,72376376.0,tt0471042
Midnight in Paris,SPC,2011,30000000.0,56816662.0,162502774.0,105686112.0,tt10340148
Midnight in Paris,SPC,2011,30000000.0,56816662.0,162502774.0,105686112.0,tt1605783
Happy Feet Two,WB,2011,135000000.0,64006466.0,157956466.0,93950000.0,tt1402488
Jack and Jill,Sony,2011,79000000.0,74158157.0,150519217.0,76361060.0,tt0810913
Friends with Benefits,SGem,2011,35000000.0,55802754.0,146595891.0,90793137.0,tt1632708
No Strings Attached,Par.,2011,25000000.0,70662220.0,149228078.0,78565858.0,tt1411238
No Strings Attached,Par.,2011,25000000.0,70662220.0,149228078.0,78565858.0,tt6298204
No Strings Attached,Par.,2011,25000000.0,70662220.0,149228078.0,78565858.0,tt6598256
Arthur Christmas,Sony,2011,85000000.0,46462469.0,149717124.0,103254655.0,tt1430607
Source Code,Sum.,2011,32000000.0,54712227.0,140428499.0,85716272.0,tt0945513
New Year's Eve,WB (NL),2011,26000000.0,54544638.0,146850273.0,92305635.0,tt1598822
New Year's Eve,WB (NL),2011,26000000.0,54544638.0,146850273.0,92305635.0,tt5222936
Contagion,WB,2011,60000000.0,75658097.0,137551594.0,61893497.0,tt1598778
The Artist,Wein.,2011,16000000.0,44667095.0,128256712.0,83589617.0,tt1655442
The Artist,Wein.,2011,16000000.0,44667095.0,128256712.0,83589617.0,tt1825978
The Artist,Wein.,2011,16000000.0,44667095.0,128256712.0,83589617.0,tt6684818
Unknown,WB,2011,40000000.0,63686397.0,136123083.0,72436686.0,tt1401152
Unknown,WB,2011,40000000.0,63686397.0,136123083.0,72436686.0,tt2402731
Unknown,WB,2011,40000000.0,63686397.0,136123083.0,72436686.0,tt5213284
Unknown,WB,2011,40000000.0,63686397.0,136123083.0,72436686.0,tt5877156
The Adjustment Bureau,Uni.,2011,50200000.0,62495645.0,126931325.0,64435680.0,tt1385826
We Bought a Zoo,Fox,2011,50000000.0,75624550.0,118729073.0,43104523.0,tt1389137
Water for Elephants,Fox,2011,38000000.0,58709717.0,116809717.0,58100000.0,tt1067583
The Iron Lady,Wein.,2011,14000000.0,29959436.0,115592104.0,85632668.0,tt1007029
Moneyball,Sony,2011,50000000.0,75605492.0,111300835.0,35695343.0,tt1210166
Sanctum,Uni.,2011,30000000.0,23209310.0,108957098.0,85747788.0,tt0881320
Justin Bieber: Never Say Never,Par.,2011,13000000.0,73013910.0,99034125.0,26020215.0,tt1702443
Paul,Uni.,2011,40000000.0,37412945.0,101162106.0,63749161.0,tt1092026
Paul,Uni.,2011,40000000.0,37412945.0,101162106.0,63749161.0,tt5132504
Scream 4,W/Dim.,2011,40000000.0,38180928.0,95989590.0,57808662.0,tt1262416
Insidious,FD,2011,1500000.0,54009150.0,99870886.0,45861736.0,tt1591095
The Rite,WB (NL),2011,37000000.0,33047633.0,97143987.0,64096354.0,tt1161864
Dolphin Tale,WB,2011,37000000.0,72286779.0,96068724.0,23781945.0,tt1564349
Season of the Witch,Rela.,2011,40000000.0,24827228.0,91126600.0,66299372.0,tt0479997
Sucker Punch,WB,2011,75000000.0,36392502.0,89758389.0,53365887.0,tt0978764
Red Riding Hood,WB,2011,42000000.0,37662162.0,91678442.0,54016280.0,tt1486185
J. Edgar,WB,2011,35000000.0,37306030.0,84606030.0,47300000.0,tt1616195
Hall Pass,WB (NL),2011,68000000.0,45060734.0,87173475.0,42112741.0,tt0480687
"Big Mommas: Like Father, Like Son",Fox,2011,32000000.0,37915414.0,82332450.0,44417036.0,tt1464174
Abduction,LGF,2011,35000000.0,28087155.0,86648359.0,58561204.0,tt1600195
Abduction,LGF,2011,35000000.0,28087155.0,86648359.0,58561204.0,tt2335176
Abduction,LGF,2011,35000000.0,28087155.0,86648359.0,58561204.0,tt2447982
Abduction,LGF,2011,35000000.0,28087155.0,86648359.0,58561204.0,tt5943940
Abduction,LGF,2011,35000000.0,28087155.0,86648359.0,58561204.0,tt7867360
Priest,SGem,2011,60000000.0,29136626.0,84154026.0,55017400.0,tt0822847
The Mechanic,CBS,2011,42500000.0,29121498.0,76347393.0,47225895.0,tt0472399
The Ides of March,Sony,2011,23000000.0,40962534.0,77735925.0,36773391.0,tt1124035
The Change-Up,Uni.,2011,52000000.0,37243418.0,75997067.0,38753649.0,tt1488555
The Lincoln Lawyer,LGF,2011,40000000.0,58009200.0,87145086.0,29135886.0,tt1189340
Diary of a Wimpy Kid: Rodrick Rules,Fox,2011,18000000.0,52698535.0,73695194.0,20996659.0,tt1650043
Larry Crowne,Uni.,2011,30000000.0,35608245.0,61449135.0,25840890.0,tt1583420
The Dilemma,Uni.,2011,70000000.0,48475290.0,70546865.0,22071575.0,tt1578275
The Darkest Hour,Sum.,2011,34800000.0,21443494.0,62831715.0,41388221.0,tt1093357
The Darkest Hour,Sum.,2011,34800000.0,21443494.0,62831715.0,41388221.0,tt4249090
Hanna,Focus,2011,30000000.0,40259119.0,65343694.0,25084575.0,tt0993842
Colombiana,TriS,2011,40000000.0,36665854.0,72295262.0,35629408.0,tt1657507
Something Borrowed,WB,2011,35000000.0,39046489.0,65084116.0,26037627.0,tt0491152
One Day,Focus,2011,15000000.0,13843771.0,59168692.0,45324921.0,tt1563738
One Day,Focus,2011,15000000.0,13843771.0,59168692.0,45324921.0,tt1616203
One Day,Focus,2011,15000000.0,13843771.0,59168692.0,45324921.0,tt4051858
One Day,Focus,2011,15000000.0,13843771.0,59168692.0,45324921.0,tt6168298
One Day,Focus,2011,15000000.0,13843771.0,59168692.0,45324921.0,tt6214734
One Day,Focus,2011,15000000.0,13843771.0,59168692.0,45324921.0,tt8274146
Killer Elite,ORF,2011,70000000.0,25124986.0,65409046.0,40284060.0,tt1448755
